குறள்,எண்,மாத்திரை,உயிர்க்குறில்,உயிர்நெடில்,ஆய்தம்,மெய்,உயிர்மெய்க்குறில்,உயிர்மெய்நெடில்,உயிரளபெடை,ஒற்றளபெடை,ஐகாரக்குறுக்கம்_முதல்,ஐகாரக்குறுக்கம்_இடைகடை,ஒளகாரக்குறுக்கம்,குற்றியலுகரம்,குற்றியலிகரம்,மகரக்குறுக்கம்,ஆய்தக்குறுக்கம்
"புகழ்பட வாழாதார் தந்நோவார் தம்மை
இகழ்வாரை நோவது எவன்?",237,1 1 0.5 1 1    2 2 2 0.5    1 0.5 2 2 0.5    1 0.5 1    1 1 0.5 2 1    2 1 0.5    1 1 0.5    ,2,0,0,7,9,7,0,0,0,2,0,1,0,0,0
"வசையென்ப வையத்தார்க் கெல்லாம் இசையென்னும்
எச்சம் பெறாஅ விடின்.",238,1 1 1 0.5 1    2 1 0.5 2 0.5 0.5    1 0.5 2 0.5    1 1 1 0.5 1 0.5    1 0.5 1 0.5    1 3    1 1 0.5    ,2,0,0,11,11,3,1,0,0,2,0,0,0,0,0
"வசையிலா வண்பயன் குன்றும் இசையிலா
யாக்கை பொறுத்த நிலம்.",239,1 1 1 2    1 0.5 1 1 0.5    1 0.5 1 0.5    1 1 1 2    2 0.5 1    1 1 0.5 1    1 1 0.5    ,1,0,0,7,13,3,0,0,0,3,0,0,0,0,0
"வசையொழிய வாழ்வாரே வாழ்வார் இசையொழிய
வாழ்வாரே வாழா தவர்.",240,1 1 1 1 1    2 0.5 2 2    2 0.5 2 0.5    1 1 1 1 1    2 0.5 2 2    2 2    1 1 0.5    ,1,0,0,5,9,10,0,0,0,2,0,0,0,0,0
"அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம்
பூரியார் கண்ணும் உள.",241,1 1 0.5 1 0.5 1 0.5    1 0.5 1 0.5 1 0.5    1 0.5 1 0.5    1 1 0.5 1 0.5 1 0.5    2 1 2 0.5    1 0.5 1 0.5    1 1    ,2,0,0,14,16,2,0,0,0,0,0,0,0,0,0
"நல்லாற்றாள் நாடி அருளாள்க பல்லாற்றால்
தேரினும் அஃதே துணை.",242,1 0.5 2 0.5 2 0.5    2 1    1 1 2 0.5 1    1 0.5 2 0.5 2 0.5    2 1 1 0.5    1 0.5 2    1 1    ,2,0,1,8,8,8,0,0,0,1,0,0,0,0,0
"அருள்சேர்ந்த நெஞ்சினார்க் கில்லை இருள்சேர்ந்த
இன்னா உலகம் புகல்.",243,1 1 0.5 2 0.5 0.5 1    1 0.5 1 2 0.5 0.5    1 0.5 1    1 1 0.5 2 0.5 0.5 1    1 0.5 2    1 1 1 0.5    1 1 0.5    ,4,0,0,13,11,4,0,0,0,1,0,0,0,0,0
"மன்னுயிர் ஓம்பி அருளாள்வார்க் கு இல்லென்ப
தன்னுயிர் அஞ்சும் வினை.",244,1 0.5 1 1 0.5    2 0.5 1    1 1 2 0.5 2 0.5 0.5    1    1 0.5 1 0.5 1    1 0.5 1 1 0.5    1 0.5 1 0.5    1 1    ,3,1,0,12,13,2,0,0,0,1,0,0,0,0,0
"அல்லல் அருளாள்வார்க்கு இல்லை வளிவழங்கும்
மல்லன்மா ஞாலங் கரி.",245,1 0.5 1 0.5    1 1 2 0.5 2 0.5 0.5 0.5    1 0.5 1    1 1 1 1 0.5 1 0.5    1 0.5 1 0.5 2    2 1 0.5    1 1    ,3,0,0,11,12,4,0,0,0,1,0,1,0,0,0
"பொருள்நீங்கிப் பொச்சாந்தார் என்பர் அருள்நீங்கி
அல்லவை செய்தொழுகு வார்.",246,1 1 0.5 2 0.5 1 0.5    1 0.5 2 0.5 2 0.5    1 0.5 1 0.5    1 1 0.5 2 0.5 1    1 0.5 1 1    1 0.5 1 1 0.5    2 0.5    ,3,0,0,13,11,5,0,0,0,1,0,1,0,0,0
"அருளில்லார்க்கு அவ்வுலகம் இல்லை பொருளில்லார்க்கு
இவ்வுலகம் இல்லாகி யாங்கு.",247,1 1 1 0.5 2 0.5 0.5 0.5    1 0.5 1 1 1 0.5    1 0.5 1    1 1 1 0.5 2 0.5 0.5 0.5    1 0.5 1 1 1 0.5    1 0.5 2 1    2 0.5 0.5    ,5,0,0,13,12,4,0,0,0,1,0,3,0,0,0
"பொருளற்றார் பூப்பர் ஒருகால் அருளற்றார்
அற்றார்மற் றாதல் அரிது.",248,1 1 1 0.5 2 0.5    2 0.5 1 0.5    1 1 2 0.5    1 1 1 0.5 2 0.5    1 0.5 2 0.5 1 0.5    2 1 0.5    1 1 0.5    ,4,0,0,11,10,6,0,0,0,0,0,1,0,0,0
"தெருளாதான் மெய்ப்பொருள் கண்டற்றால் தேரின்
அருளாதான் செய்யும் அறம்.",249,1 1 2 2 0.5    1 0.5 0.5 1 1 0.5    1 0.5 1 0.5 2 0.5    2 1 0.5    1 1 2 2 0.5    1 0.5 1 0.5    1 1 0.5    ,2,0,0,12,12,6,0,0,0,0,0,0,0,0,0
"வலியார்முன் தன்னை நினைக்க தான் தன்னின்
மெலியார்மேல் செல்லு மிடத்து.",250,1 1 2 0.5 1 0.5    1 0.5 1    1 1 0.5 1    2 0.5    1 0.5 1 0.5    1 1 2 0.5 2 0.5    1 0.5 1    1 1 0.5 0.5    ,0,0,0,11,14,4,0,0,0,2,0,1,0,0,0
"தன்னூன் பெருக்கற்குத் தான்பிறிது ஊனுண்பான்
எங்ஙனம் ஆளும் அருள்?",251,1 0.5 2 0.5    1 1 0.5 1 0.5 1 0.5    2 0.5 1 1 0.5    2 1 0.5 2 0.5    1 0.5 1 1 0.5    2 1 0.5    1 1 0.5    ,2,2,0,12,12,3,0,0,0,0,0,1,0,0,0
"பொருளாட்சி போற்றாதார்க்கு இல்லை அருளாட்சி
ஆங்கில்லை ஊன்தின் பவர்க்கு.",252,1 1 2 0.5 1    2 0.5 2 2 0.5 0.5 0.5    1 0.5 1    1 1 2 0.5 1    2 0.5 1 0.5 1    2 0.5 1 0.5    1 1 0.5 0.5 0.5    ,2,2,0,12,9,5,0,0,0,2,0,2,0,0,0
"படைகொண்டார் நெஞ்சம்போல் நன்னூக்காது ஒன்றன்
உடல்சுவை உண்டார் மனம்.",253,1 1 1 0.5 2 0.5    1 0.5 1 0.5 2 0.5    1 0.5 2 0.5 2 0.5    1 0.5 1 0.5    1 1 0.5 1 1    1 0.5 2 0.5    1 1 0.5    ,3,0,0,13,10,5,0,0,0,2,0,1,0,0,0
"ருளல்லது யாதெனின் கொல்லாமை கோறல்
பொருளல்லது அவ்வூன் தினல்.",254,1 1 0.5 1 0.5    2 1 1 0.5    1 0.5 2 1    2 1 0.5    1 1 1 0.5 1 0.5    1 0.5 2 0.5    1 1 0.5    ,1,0,0,8,13,4,0,0,0,1,0,2,0,0,0
"உண்ணாமை உள்ளது உயிர்நிலை ஊனுண்ண
அண்ணாத்தல் செய்யாது அளறு.",255,1 0.5 2 1    1 0.5 1 0.5    1 1 0.5 1 1    2 1 0.5 1    1 0.5 2 0.5 1 0.5    1 0.5 2 0.5    1 1 0.5    ,5,1,0,8,8,3,0,0,0,2,0,3,0,0,0
"தினற்பொருட்டால் கொல்லாது உலகெனின் யாரும்
விலைப்பொருட்டால் ஊன்றருவா ரில்.",256,1 1 0.5 1 1 0.5 2 0.5    1 0.5 2 0.5    1 1 1 1 0.5    2 1 0.5    1 1 0.5 1 1 0.5 2 0.5    2 0.5 1 1 2    1 0.5    ,1,1,0,11,15,5,0,0,0,1,0,1,0,0,0
"உண்ணாமை வேண்டும் புலாஅல் பிறிதொன்றன்
புண்ணது உணர்வார்ப் பெறின்.",257,1 0.5 2 1    2 0.5 1 0.5    1 3 0.5    1 1 1 0.5 1 0.5    1 0.5 1 0.5    1 1 0.5 2 0.5 0.5    1 1 0.5    ,2,0,0,11,11,3,1,0,0,1,0,1,0,0,0
"செயிரின் தலைப்பிரிந்த காட்சியார் உண்ணார்
உயிரின் தலைப்பிரிந்த ஊன்.",258,1 1 1 0.5    1 1 0.5 1 1 0.5 1    2 0.5 0.5* 2 0.5    1 0.5 2 0.5    1 1 1 0.5    1 1 0.5 1 1 0.5 1    2 0.5    ,2,1,0,11,13,3,0,0,0,2,0,0,1,0,0
"அவிசொரிந் தாயிரம் வேட்டலின் ஒன்றன்
உயிர்செகுத் துண்ணாமை நன்று.",259,1 1 1 1 0.5    2 1 1 0.5    2 0.5 1 1 0.5    1 0.5 1 0.5    1 1 0.5 1 1 0.5    1 0.5 2 1    1 0.5 0.5    ,3,0,0,10,13,3,0,0,0,1,0,1,0,0,0
"கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி
எல்லா உயிருந் தொழும்.",260,1 0.5 2 0.5    1 2 1    1 1 0.5 2 1 0.5    2 2 0.5 1    1 0.5 2    1 1 1 0.5    1 1 0.5    ,2,0,0,8,9,6,0,0,0,2,0,0,0,0,0
"உற்றநோய் நோன்றல் உயிர்க்குறுகண் செய்யாமை
அற்றே தவத்திற் குரு.",261,1 0.5 1 2 0.5    2 0.5 1 0.5    1 1 0.5 0.5 1 1 1 0.5    1 0.5 2 1    1 0.5 2    1 1 0.5 1 0.5    1 1    ,3,0,0,11,12,4,0,0,0,1,0,0,0,0,0
"தவமும் தவமுடையார்க்கு ஆகும் அதனை
அஃதிலார் மேற்கொள் வது.",262,1 1 1 0.5    1 1 1 1 2 0.5 0.5 0.5    2 1 0.5    1 1 1    1 0.5 1 2 0.5    2 0.5 1 0.5    1 1    ,2,1,1,7,12,3,0,0,0,2,0,1,0,0,0
"துறந்தார்க்குத் துப்புரவு வேண்டி மறந்தார்கொல்
மற்றை யவர்கள் தவம்.",263,1 1 0.5 2 0.5 0.5 1 0.5    1 0.5 1 1 1    2 0.5 1    1 1 0.5 2 0.5 1 0.5    1 0.5 1    1 1 0.5 1 0.5    1 1 0.5    ,0,0,0,13,17,3,0,0,0,1,0,0,0,0,0
"ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும்
எண்ணின் தவத்தான் வரும்.",264,1 0.5 2 0.5 0.5    1 1 1 0.5    1 1 0.5 2 1    2 0.5 1 1 0.5    1 0.5 1 0.5    1 1 0.5 2 0.5    1 1 0.5    ,3,1,0,12,11,3,0,0,0,1,0,0,0,0,0
"வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம்
ஈண்டு முயலப் படும்.",265,2 0.5 1 1    2 0.5 0.5* 2 0.5    1 0.5 1 2 0.5    1 0.5 1 1 0.5    2 0.5 0.5    1 1 1 0.5    1 1 0.5    ,0,1,0,10,12,4,0,0,0,0,0,1,1,0,0
"தவஞ் செய்வார் தங்கருமஞ் செய்வார்மற் றல்லார்
அவஞ்செய்வார் ஆசையுட் பட்டு.",266,1 1 0.5    1 0.5 2 0.5    1 0.5 1 1 1 0.5    1 0.5 2 0.5 1 0.5    1 0.5 2 0.5    1 1 0.5 1 0.5 2 0.5    2 1 1 0.5    1 0.5 0.5    ,1,1,0,15,14,4,0,0,0,1,0,1,0,0,0
"சுடச்சுடரும் பொன்போல் ஒளிவிடும் துன்பஞ்
சுடச்சுட நோற்கிற் பவர்க்கு.",267,1 1 0.5 1 1 1 0.5    1 0.5 2 0.5    1 1 1 1 0.5    1 0.5 1 0.5    1 1 0.5 1 1    2 0.5 1 0.5    1 1 0.5 0.5 0.5    ,1,0,0,12,18,2,0,0,0,0,0,1,0,0,0
"தன்னுயிர் தான்அறப் பெற்றானை ஏனைய
மன்னுயி ரெல்லாந் தொழும்.",268,1 0.5 1 1 0.5    2 1 1 0.5    1 0.5 2 1    2 1 1    1 0.5 1 1    1 0.5 2 0.5    1 1 0.5    ,0,1,0,8,13,3,0,0,0,2,0,0,0,0,0
"கூற்றம் குதித்தலும் கைகூடும் நோற்றலின்
ஆற்றல் தலைப்பட் டவர்க்குல்.",269,2 0.5 1 0.5    1 1 0.5 1 1 0.5    2 2 1 0.5    2 0.5 1 1 0.5    2 0.5 1 0.5    1 1 0.5 1 0.5    1 1 0.5 0.5 1 0.5    ,0,1,0,14,14,4,0,0,0,1,0,0,0,0,0
"இலர்பல ராகிய காரணம் நோற்பார்
சிலர்பலர் நோலா தவர்.",270,1 1 0.5 1 1    2 1 1    2 1 1 0.5    2 0.5 2 0.5    1 1 0.5 1 1 0.5    2 2    1 1 0.5    ,1,0,0,7,13,6,0,0,0,0,0,0,0,0,0
"வஞ்ச மனத்தான் படிற்றொழுக்கம் பூதங்கள்
ஐந்தும் அகத்தே நகும்.",271,1 0.5 1    1 1 0.5 2 0.5    1 1 0.5 1 1 0.5 1 0.5    2 1 0.5 1 0.5    1.5 0.5 1 0.5    1 1 0.5 2    1 1 0.5    ,1,0,0,12,15,3,0,0,1,0,0,0,0,0,0
"வானுயர் தோற்றம் எவன்செய்யும் தன்னெஞ்சம்
தான்அறி குற்றப் படின்.",272,2 1 1 0.5    2 0.5 1 0.5    1 1 0.5 1 0.5 1 0.5    1 0.5 1 0.5 1 0.5    2 1 1    1 0.5 1 0.5    1 1 0.5    ,1,0,0,12,15,3,0,0,0,0,0,0,0,0,0
"வலியில் நிலைமையான் வல்லுருவம் பெற்றம்
புலியின்தோல் போர்த்துமேய்ந் தற்று.",273,1 1 1 0.5    1 1 1 2 0.5    1 0.5 1 1 1 0.5    1 0.5 1 0.5    1 1 1 0.5 2 0.5    2 0.5 0.5 1 2 0.5 0.5    1 0.5 0.5    ,0,0,0,13,15,4,0,0,0,2,0,1,0,0,0
"தவமறைந்து அல்லவை செய்தல் புதல்மறைந்து
வேட்டுவன் புள்சிமிழ்த் தற்று.",274,1 1 1 1 0.5 0.5    1 0.5 1 1    1 0.5 1 0.5    1 1 0.5 1 1 0.5 0.5    2 0.5 1 1 0.5    1 0.5 1 1 0.5 0.5    1 0.5 0.5    ,1,0,0,12,15,1,0,0,0,3,0,3,0,0,0
"பற்றற்றேம் என்பார் படிற்றொழுக்கம் எற்றெற்றென்று
ஏதம் பலவுந் தரும்.",275,1 0.5 1 0.5 2 0.5    1 0.5 2 0.5    1 1 0.5 1 1 0.5 1 0.5    1 0.5 1 0.5 1 0.5 0.5    2 1 0.5    1 1 1 0.5    1 1 0.5    ,2,1,0,14,15,2,0,0,0,0,0,1,0,0,0
"நெஞ்சின் துறவார் துறந்தார்போல் வஞ்சித்து
வாழ்வாரின் வன்கணார் இல்.",276,1 0.5 1 0.5    1 1 2 0.5    1 1 0.5 2 0.5 2 0.5    1 0.5 1 0.5 0.5    2 0.5 2 1 0.5    1 0.5 1 2 0.5    1 0.5    ,1,0,0,13,11,6,0,0,0,0,0,1,0,0,0
"புறங்குன்றி கண்டனைய ரேனும் அகங்குன்றி
முக்கிற் கரியார் உடைத்து.",277,1 1 0.5 1 0.5 1    1 0.5 1 1 1    2 1 0.5    1 1 0.5 1 0.5 1    1 0.5 1 0.5    1 1 2 0.5    1 1 0.5 0.5    ,2,0,0,10,15,2,0,0,0,2,0,1,0,0,0
"மனத்தது மாசாக மாண்டார் நீராடி
மறைந்தொழுகு மாந்தர் பலர்.",278,1 1 0.5 1 0.5    2 2 1    2 0.5 2 0.5    2 2 1    1 1 0.5 1 1 0.5    2 0.5 1 0.5    1 1 0.5    ,0,0,0,7,11,7,0,0,0,1,0,2,0,0,0
"கணைகொடிது யாழ்கோடு செவ்விதுஆங் கன்ன
வினைபடு பாலால் கொளல்.",279,1 1 1 1 0.5    2 0.5 2 0.5    1 0.5 1 0.5    1 0.5 1    1 1 1 0.5    2 2 0.5    1 1 0.5    ,0,0,0,5,11,4,0,0,0,2,0,4,0,0,0
"மழித்தலும் நீட்டலும் வேண்டா உலகம்
பழித்தது ஒழித்து விடின்.",280,1 1 0.5 1 1 0.5    2 0.5 1 1 0.5    2 0.5 2    1 1 1 0.5    1 1 0.5 1 0.5    1 1 0.5 0.5    1 1 0.5    ,2,0,0,9,14,3,0,0,0,0,0,2,0,0,0
"எள்ளாமை வேண்டுவான் என்பான் எனைத்தொன்றும்
கள்ளாமை காக்கதன் நெஞ்சு.",281,1 0.5 2 1    2 0.5 1 2 0.5    1 0.5 2 0.5    1 1 0.5 1 0.5 1 0.5    1 0.5 2 1    2 0.5 1 1 0.5    1 0.5 0.5    ,3,0,0,12,7,6,0,0,0,3,0,1,0,0,0
"உள்ளத்தால் உள்ளலும் தீதே பிறன்பொருளைக்
கள்ளத்தால் கள்வேம் எனல்.",282,1 0.5 1 0.5 2 0.5    1 0.5 1 1 0.5    2 2    1 1 0.5 1 1 1 0.5    1 0.5 1 0.5 2 0.5    1 0.5 2 0.5    1 1 0.5    ,3,0,0,13,11,5,0,0,0,1,0,0,0,0,0
"களவினால் ஆகிய ஆக்கம் அளவிறந்து
ஆவது போலக் கெடும்.",283,1 1 1 2 0.5    2 1 1    2 0.5 1 0.5    1 1 1 1 0.5 0.5    2 1 0.5    2 1 0.5    1 1 0.5    ,1,3,0,6,13,2,0,0,0,0,0,2,0,0,0
"களவின்கண் கன்றிய காதல் விளைவின்கண்
வீயா விழுமம் தரும்.",284,1 1 1 0.5 1 0.5    1 0.5 1 1    2 1 0.5    1 1 1 0.5 1 0.5    2 2    1 1 1 0.5    1 1 0.5    ,0,0,0,8,16,3,0,0,0,1,0,0,0,0,0
"அருள்கருதி அன்புடைய ராதல் பொருள்கருதிப்
பொச்சாப்புப் பார்ப்பார்கண் இல்.",285,1 1 0.5 1 1 1    1 0.5 1 1 1    2 1 0.5    1 1 0.5 1 1 1 0.5    1 0.5 2 0.5 1 0.5    2 0.5 0.5 2 0.5 1 0.5    1 0.5    ,3,0,0,13,15,4,0,0,0,1,0,0,0,0,0
"அளவின்கண் நின்றொழுகல் ஆற்றார் களவின்கண்
கன்றிய காத லவர்.",286,1 1 1 0.5 1 0.5    1 0.5 1 1 1 0.5    2 0.5 2 0.5    1 1 1 0.5 1 0.5    1 0.5 1 1    2 1    1 1 0.5    ,1,1,0,10,17,2,0,0,0,0,0,0,0,0,0
"களவென்னும் காரறி வாண்மை அளவென்னும்
ஆற்றல் புரிந்தார்கண்ட இல்.",287,1 1 1 0.5 1 0.5    2 1 1    2 0.5 1    1 1 1 0.5 1 0.5    2 0.5 1 0.5    1 1 0.5 2 0.5 1 0.5 1    1 0.5    ,2,1,0,11,14,3,0,0,0,1,0,0,0,0,0
"அளவறாந்தார் நெஞ்சத் தறம்போல நிற்கும்
களவறிந்தார் நெஞ்சில் கரவு.",288,1 1 1 2 0.5 2 0.5    1 0.5 1 0.5    1 1 0.5 2 1    1 0.5 1 0.5    1 1 1 1 0.5 2 0.5    1 0.5 1 0.5    1 1 1    ,1,0,0,11,18,4,0,0,0,0,0,0,0,0,0
"அளவல்ல செய்தாங்கே வீவர் களவல்ல
மற்றைய தேற்றா தவர்.",289,1 1 1 0.5 1    1 0.5 2 0.5 2    2 1 0.5    1 1 1 0.5 1    1 0.5 1 1    2 0.5 2    1 1 0.5    ,1,0,0,8,13,5,0,0,0,1,0,0,0,0,0
"கள்வார்க்குத் தள்ளும் உயிர்நிலை கள்வார்க்குத்
தள்ளாது புத்தே ளுளகு.",290,1 0.5 2 0.5 0.5 1 0.5    1 0.5 1 0.5    1 1 0.5 1 1    1 0.5 2 0.5 0.5 1 0.5    1 0.5 2 0.5    1 0.5 2    1 1 0.5    ,1,0,0,13,12,4,0,0,0,1,0,2,0,0,0
"வாய்மை எனப்படுவது யாதெனின் யாதொன்றும்
தீமை இலாத சொலல்.",291,2 0.5 1    1 1 0.5 1 1 1 0.5    2 1 1 0.5    2 1 0.5 1 0.5    2 1    1 2 1    1 1 0.5    ,2,0,0,6,11,5,0,0,0,2,0,1,0,0,0
"பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த
நன்மை பயக்கும் எனின்.",292,1 0.5 1 1 0.5    2 0.5 1    1 1 0.5 1    1 1 2 0.5 0.5 1    1 0.5 1    1 1 0.5 1 0.5    1 1 0.5    ,1,0,0,10,12,2,0,0,0,4,0,0,0,0,0
"தன்நெஞ் சறிவது பொய்யற்க பொய்த்தபின்
தன்நெஞ்சே தன்னைச் சுடும்.",293,1 0.5 1 0.5    1 1 1 0.5    1 0.5 1 0.5 1    1 0.5 0.5 1 1 0.5    1 0.5 1 0.5 2    1 0.5 1 0.5    1 1 0.5    ,0,0,0,12,16,1,0,0,0,1,0,1,0,0,0
"உள்ளத்தாற் பொய்யா தொழுகின் உலகத்தார்
உள்ளத்து ளெல்லாம் உளன்.",294,1 0.5 1 0.5 2 0.5    1 0.5 2    1 1 1 0.5    1 1 1 0.5 2 0.5    1 0.5 1 0.5 0.5    1 0.5 2 0.5    1 1 0.5    ,4,0,0,12,10,4,0,0,0,0,0,1,0,0,0
"மனத்தொடு வாய்மை மொழியின் தவத்தொடு
தானஞ்செய் வாரின் தலை.",295,1 1 0.5 1 0.5    2 0.5 1    1 1 1 0.5    1 1 0.5 1 0.5    2 1 0.5 1 0.5    2 1 0.5    1 1    ,0,0,0,7,13,3,0,0,0,2,0,2,0,0,0
"பொய்யாமை அன்ன புகழில்லை எய்யாமை
எல்லா அறமுந் தரும்.",296,1 0.5 2 1    1 0.5 1    1 1 1 0.5 1    1 0.5 2 1    1 0.5 2    1 1 1 0.5    1 1 0.5    ,4,0,0,7,9,3,0,0,0,3,0,0,0,0,0
"பொய்யாமை பொய்யாமை ஆற்றின் அறம்பிற
செய்யாமை செய்யாமை நன்று.",297,1 0.5 2 1    1 0.5 2 1    2 0.5 1 0.5    1 1 0.5 1 1    1 0.5 2 1    1 0.5 2 1    1 0.5 0.5    ,1,1,0,8,9,4,0,0,0,4,0,1,0,0,0
"புறள்தூய்மை நீரான் அமையும் அகந்தூய்மை
வாய்மையால் காணப் படும்.",298,1 1 0.5 2 0.5 1    2 2 0.5    1 1 1 0.5    1 1 0.5 2 0.5 1    2 0.5 1 2 0.5    2 1 0.5    1 1 0.5    ,2,0,0,10,7,7,0,0,0,4,0,0,0,0,0
"எல்லா விளக்கும் விளக்கல்ல சான்றோர்க்குப்
பொய்யா விளக்கே விளக்கு.",299,1 0.5 2    1 1 0.5 1 0.5    1 1 0.5 1 0.5 1    2 0.5 2 0.5 0.5 1 0.5    1 0.5 2    1 1 0.5 2    1 1 0.5 0.5    ,1,0,0,12,13,5,0,0,0,0,0,1,0,0,0
"யாமெய்யாக் கண்டவற்றுள் இல்லை எனைத்தொன்றும்
வாய்மையின் நல்ல பிற.",300,2 1 0.5 2 0.5    1 0.5 1 1 0.5 1 0.5    1 0.5 1    1 1 0.5 1 0.5 1 0.5    2 0.5 1 1 0.5    1 0.5 1    1 1    ,2,0,0,12,12,3,0,0,0,3,0,0,0,0,0
"செல்லிடத்துக் காப்பான் சினங்காப்பான் அல்லிடத்துக்
காக்கின்என் காவாக்கால் என்?",301,1 0.5 1 1 0.5 1 0.5    2 0.5 2 0.5    1 1 0.5 2 0.5 2 0.5    1 0.5 1 1 0.5 1 0.5    2 0.5 1 1 0.5    2 2 0.5 2 0.5    1 0.5    ,2,0,0,16,11,8,0,0,0,0,0,0,0,0,0
"செல்லா இடத்துச் சினந்தீது செல்லிடத்தும்
இல்அதனின் தீய பிற.",302,1 0.5 2    1 1 0.5 1 0.5    1 1 0.5 2 0.5    1 0.5 1 1 0.5 1 0.5    1 1 1 1 0.5    2 1    1 1    ,2,0,0,8,15,3,0,0,0,0,0,1,0,0,0
"மறத்தல் வெகுளியை யார்மாட்டும் தீய
பிறத்தல் அதனான் வரும்.",303,1 1 0.5 1 0.5    1 1 1 1    2 0.5 2 0.5 1 0.5    2 1    1 1 0.5 1 0.5    1 1 2 0.5    1 1 0.5    ,1,0,0,9,14,4,0,0,0,1,0,0,0,0,0
"நகையும் உவகையும் கொல்லும் சினத்தின்
பகையும் உளவோ பிற.",304,1 1 1 0.5    1 1 1 1 0.5    1 0.5 1 0.5    1 1 0.5 1 0.5    1 1 1 0.5    1 1 2    1 1    ,2,0,0,7,14,1,0,0,0,3,0,0,0,0,0
"தன்னைத்தான் காக்கின் சினங்காக்க காவாக்கால்
தன்னையே கொல்லுஞ் சினம்.",305,1 0.5 1 0.5 2 0.5    2 0.5 1 0.5    1 1 0.5 2 0.5 1    2 2 0.5 2 0.5    1 0.5 1 2    1 0.5 1 0.5    1 1 0.5    ,0,0,0,13,10,7,0,0,0,2,0,0,0,0,0
"சினமென்னும் சேர்ந்தாரைக் கொல்லி இனமென்னும்
ஏமப் புணையைச் சுடும்.",306,1 1 1 0.5 1 0.5    2 0.5 0.5 2 1 0.5    1 0.5 1    1 1 1 0.5 1 0.5    2 1 0.5    1 1 1 0.5    1 1 0.5    ,1,1,0,11,13,2,0,0,0,3,0,0,0,0,0
"சினத்தைப் பொருளென்று கொண்டவன் கேடு
நிலத்தறைந்தான் கைபிழையா தற்று.",307,1 1 0.5 1 0.5    1 1 1 0.5 0.5    1 0.5 1 1 0.5    2 0.5    1 1 0.5 1 1 0.5 2 0.5    2 1 1 2    1 0.5 0.5    ,0,0,0,9,13,4,0,0,0,3,0,3,0,0,0
"இணர்எரி தோய்வன்ன இன்னா செயினும்
புணரின் வெகுளாமை நன்று.",308,1 1 1 1    2 0.5 1 0.5 1    1 0.5 2    1 1 1 0.5    1 1 1 0.5    1 1 2 1    1 0.5 0.5    ,2,0,0,6,14,3,0,0,0,1,0,1,0,0,0
"உள்ளிய தெல்லாம் உடனெய்தும் உள்ளத்தால்
உள்ளான் வெகுளி எனின்.",309,1 0.5 1 1    1 0.5 2 0.5    1 1 1 0.5 1 0.5    1 0.5 1 0.5 2 0.5    1 0.5 2 0.5    1 1 1    1 1 0.5    ,5,0,0,11,11,3,0,0,0,0,0,0,0,0,0
"இறந்தார் இறந்தார் அனையர் சினத்தைத்
துறந்தார் துறந்தார் துணை.",310,1 1 0.5 2 0.5    1 1 0.5 2 0.5    1 1 1 0.5    1 1 0.5 1 0.5    1 1 0.5 2 0.5    1 1 0.5 2 0.5    1 1    ,3,0,0,11,10,4,0,0,0,3,0,0,0,0,0
"சிறப்பீனும் செல்வம் பெறினும் பிறர்க்கு இன்னா
செய்யாமை மாசற்றார் கோள்.",311,1 1 0.5 2 1 0.5    1 0.5 1 0.5    1 1 1 0.5    1 1 0.5 0.5 0.5    1 0.5 2    1 0.5 2 1    2 1 0.5 2 0.5    2 0.5    ,1,0,0,12,12,6,0,0,0,1,0,1,0,0,0
"கறுத்துஇன்னா செய்தவக் கண்ணும் மறுத்தின்னா
செய்யாமை மாசற்றார் கோள்.",312,1 1 0.5 0.5    1 0.5 1 1 0.5    1 0.5 1 0.5    1 1 0.5 1 0.5 2    1 0.5 2 1    2 1 0.5 2 0.5    2 0.5    ,0,0,0,11,12,5,0,0,0,1,0,1,0,0,0
"செய்யாமல் செற்றார்க்கும் இன்னாத செய்தபின்
உய்யா விழுமந் தரும்.",313,1 0.5 2 1 0.5    1 0.5 2 0.5 0.5 1 0.5    1 0.5 2 1    1 0.5 1 1 0.5    1 0.5 2    1 1 1 0.5    1 1 0.5    ,2,0,0,12,13,4,0,0,0,0,0,0,0,0,0
"இன்னாசெய் தாரை ஒறுத்தல் அவர்நாண
நன்னயஞ் செய்து விடல்.",314,1 0.5 2 1 0.5    2 1    1 1 0.5 1 0.5    1 1 0.5 2 1    1 0.5 1 1 0.5    1 0.5 0.5    1 1 0.5    ,3,0,0,9,11,3,0,0,0,1,0,1,0,0,0
